algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,T0,cooling_rate,t,lam,alpha,init_method,display_name
ClassicalClique,mc_n500_p005_k30_002,maximum_clique,30.0,0.08668422100163298,30,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",mc_n500_p005_k30,ClassicalClique,1,1,1.2729850149989943,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p005_k30_002,maximum_clique,4.0,0.2433117079999647,2000,4,30,0.0,False,"[491, 44, 365, 366]",mc_n500_p005_k30,SimulatedAnnealing,1,1,1.625181503004569,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p005_k30_002,maximum_clique,30.0,1.1486498539961758,29,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 476, 92, 95, 484, 485, 358, 105, 108, 120]",mc_n500_p005_k30,QuantumGreedy_krylov_m30,1,1,2.5523606520000612,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p005_k30_003,maximum_clique,30.0,0.017087526997784153,30,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",mc_n500_p005_k30,ClassicalDegree,0,0,1.1983517030021176,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p005_k30_003,maximum_clique,30.0,0.07964312200056156,30,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",mc_n500_p005_k30,ClassicalClique,0,0,1.2972064729983686,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p005_k30_003,maximum_clique,4.0,0.2824187919977703,2000,4,30,0.0,False,"[315, 59, 205, 207]",mc_n500_p005_k30,SimulatedAnnealing,0,0,1.4021792030034703,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n500_p005_k30_002,maximum_clique,30.0,12.868950935000612,29,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 476, 92, 95, 484, 485, 358, 105, 108, 120]",mc_n500_p005_k30,QuantumGreedy_cheb_d50,0,0,14.6789767520022,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p005_k30_003,maximum_clique,30.0,1.5476039810018847,29,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",mc_n500_p005_k30,QuantumGreedy_krylov_m30,0,0,2.9281904219969874,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p005_k30_003,maximum_clique,30.0,0.0140051969938213,30,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",mc_n500_p005_k30,ClassicalDegree,1,1,1.4467600999996648,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p005_k30_003,maximum_clique,30.0,0.15451019600004656,30,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",mc_n500_p005_k30,ClassicalClique,1,1,1.3022394820000045,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p005_k30_003,maximum_clique,30.0,0.15620057300111512,2000,30,30,1.0,False,"[258, 260, 68, 262, 71, 458, 203, 460, 80, 401, 146, 84, 151, 411, 29, 221, 222, 488, 233, 170, 298, 364, 238, 369, 181, 118, 312, 313, 62, 63]",mc_n500_p005_k30,SimulatedAnnealing,1,1,1.2472438430049806,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p005_k30_003,maximum_clique,30.0,1.738894688001892,29,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",mc_n500_p005_k30,QuantumGreedy_krylov_m30,1,1,3.0961003599950345,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p005_k30_002,maximum_clique,30.0,15.594255176001752,29,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 476, 92, 95, 484, 485, 358, 105, 108, 120]",mc_n500_p005_k30,QuantumGreedy_cheb_d50,1,1,16.87967578300595,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p005_k30_004,maximum_clique,30.0,0.029523409997636918,30,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 414, 30, 288, 158, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",mc_n500_p005_k30,ClassicalDegree,0,0,2.54135102500004,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p005_k30_004,maximum_clique,30.0,0.1577276480020373,30,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",mc_n500_p005_k30,ClassicalClique,0,0,1.2685722620008164,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p005_k30_004,maximum_clique,30.0,0.2283671309996862,2000,30,30,1.0,False,"[67, 329, 393, 395, 460, 205, 269, 18, 152, 26, 348, 285, 414, 158, 288, 30, 292, 37, 422, 359, 376, 105, 170, 106, 431, 246, 375, 312, 317, 447]",mc_n500_p005_k30,SimulatedAnnealing,0,0,1.5387117229984142,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p005_k30_004,maximum_clique,30.0,1.22917558500194,29,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 30, 158, 414, 288, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",mc_n500_p005_k30,QuantumGreedy_krylov_m30,0,0,3.1287987310061,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p005_k30_003,maximum_clique,30.0,17.100037365999015,29,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",mc_n500_p005_k30,QuantumGreedy_cheb_d50,0,0,18.34657692199835,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p005_k30_004,maximum_clique,30.0,0.00830766100261826,30,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 414, 30, 288, 158, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",mc_n500_p005_k30,ClassicalDegree,1,1,2.6043815540033393,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p005_k30_004,maximum_clique,30.0,0.12342054199689301,30,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",mc_n500_p005_k30,ClassicalClique,1,1,1.333541749001597,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p005_k30_004,maximum_clique,4.0,0.2497287310034153,2000,4,30,0.0,False,"[313, 346, 211, 230]",mc_n500_p005_k30,SimulatedAnnealing,1,1,1.6507872830043198,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n500_p005_k30_003,maximum_clique,30.0,15.0149145999967,29,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",mc_n500_p005_k30,QuantumGreedy_cheb_d50,1,1,17.126365445001284,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p005_k30_004,maximum_clique,30.0,1.2877727000013692,29,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 30, 158, 414, 288, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",mc_n500_p005_k30,QuantumGreedy_krylov_m30,1,1,2.327272074006032,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k20_000,maximum_clique,20.0,0.013256430000183173,20,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",mc_n500_p01_k20,ClassicalDegree,0,0,1.2454631149958004,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k20_000,maximum_clique,20.0,0.0982496739961789,20,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",mc_n500_p01_k20,ClassicalClique,0,0,1.4255774230041425,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_000,maximum_clique,4.0,0.17697197699453682,2000,4,20,0.0,False,"[176, 37, 230, 111]",mc_n500_p01_k20,SimulatedAnnealing,0,0,1.9108782160037663,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k20_000,maximum_clique,20.0,1.0901738409957034,19,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,0,0,2.906344987000921,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p005_k30_004,maximum_clique,30.0,16.18038503000571,29,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 30, 158, 414, 288, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",mc_n500_p005_k30,QuantumGreedy_cheb_d50,0,0,17.800782644997525,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p01_k20_000,maximum_clique,20.0,0.02344052000262309,20,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",mc_n500_p01_k20,ClassicalDegree,1,1,2.440861277995282,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k20_000,maximum_clique,20.0,0.1949910839975928,20,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",mc_n500_p01_k20,ClassicalClique,1,1,1.7278235199992196,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_000,maximum_clique,20.0,0.3334080529966741,2000,20,20,1.0,False,"[258, 453, 201, 141, 147, 148, 281, 283, 28, 347, 288, 481, 356, 101, 423, 168, 236, 112, 49, 181]",mc_n500_p01_k20,SimulatedAnnealing,1,1,2.4535827329964377,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n500_p005_k30_004,maximum_clique,30.0,16.484348633995978,29,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 30, 158, 414, 288, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",mc_n500_p005_k30,QuantumGreedy_cheb_d50,1,1,18.376841237994086,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(cheb_d50),mc_n500_p01_k20_000,maximum_clique,20.0,7.701173871995707,19,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,0,0,9.021002246001444,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p01_k20_000,maximum_clique,20.0,0.5857305300014559,19,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,1,1,1.8238788720045704,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k20_001,maximum_clique,20.0,0.005065370001830161,20,20,20,1.0,False,"[130, 9, 143, 42, 304, 176, 308, 329, 330, 341, 86, 88, 224, 102, 358, 363, 367, 112, 250, 124]",mc_n500_p01_k20,ClassicalDegree,0,0,0.9969776660000207,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k20_001,maximum_clique,20.0,0.10642485499556642,20,20,20,1.0,False,"[130, 9, 143, 42, 176, 304, 308, 329, 330, 341, 86, 88, 224, 358, 102, 363, 367, 112, 250, 124]",mc_n500_p01_k20,ClassicalClique,0,0,1.375600981999014,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_001,maximum_clique,4.0,0.22380711699952371,2000,4,20,0.0,False,"[91, 66, 51, 342]",mc_n500_p01_k20,SimulatedAnnealing,0,0,1.3807840240042424,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k20_001,maximum_clique,20.0,1.3767986739985645,19,20,20,1.0,False,"[130, 9, 143, 42, 304, 176, 308, 329, 330, 341, 86, 88, 224, 358, 102, 363, 367, 112, 250, 124]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,0,0,2.9759299300058046,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k20_001,maximum_clique,20.0,0.013631422996695619,20,20,20,1.0,False,"[130, 9, 143, 42, 304, 176, 308, 329, 330, 341, 86, 88, 224, 102, 358, 363, 367, 112, 250, 124]",mc_n500_p01_k20,ClassicalDegree,1,1,1.4683641129959142,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n500_p01_k20_000,maximum_clique,20.0,5.645652425002481,19,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,1,1,7.019761032999668,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n500_p01_k20_001,maximum_clique,20.0,0.13004138699761825,20,20,20,1.0,False,"[130, 9, 143, 42, 176, 304, 308, 329, 330, 341, 86, 88, 224, 358, 102, 363, 367, 112, 250, 124]",mc_n500_p01_k20,ClassicalClique,1,1,1.2826479600043967,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_001,maximum_clique,4.0,0.1900698259996716,2000,4,20,0.0,False,"[273, 68, 349, 142]",mc_n500_p01_k20,SimulatedAnnealing,1,1,1.4768721360014752,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k20_001,maximum_clique,20.0,1.185082912001235,19,20,20,1.0,False,"[130, 9, 143, 42, 304, 176, 308, 329, 330, 341, 86, 88, 224, 358, 102, 363, 367, 112, 250, 124]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,1,1,2.4938359790030518,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k20_002,maximum_clique,20.0,0.013491831996361725,20,20,20,1.0,False,"[391, 266, 143, 272, 273, 158, 160, 169, 177, 434, 449, 322, 325, 201, 77, 337, 341, 469, 483, 377]",mc_n500_p01_k20,ClassicalDegree,0,0,1.427420390995394,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n500_p01_k20_001,maximum_clique,20.0,8.965628982005,19,20,20,1.0,False,"[130, 9, 143, 42, 304, 176, 308, 329, 330, 341, 86, 88, 224, 358, 102, 363, 367, 112, 250, 124]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,0,0,10.444760361002409,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n500_p01_k20_002,maximum_clique,20.0,0.09492536199832102,20,20,20,1.0,False,"[391, 266, 143, 272, 273, 158, 160, 169, 177, 434, 449, 322, 325, 201, 77, 337, 469, 341, 483, 377]",mc_n500_p01_k20,ClassicalClique,0,0,1.1933021829972859,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_002,maximum_clique,4.0,0.232412261000718,2000,4,20,0.0,False,"[432, 147, 93, 422]",mc_n500_p01_k20,SimulatedAnnealing,0,0,1.7939383889970486,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k20_002,maximum_clique,20.0,1.1629730650020065,19,20,20,1.0,False,"[391, 266, 143, 272, 273, 158, 160, 169, 177, 434, 449, 322, 325, 201, 77, 337, 341, 469, 483, 377]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,0,0,2.355317109002499,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p01_k20_001,maximum_clique,20.0,6.322683751001023,19,20,20,1.0,False,"[130, 9, 143, 42, 304, 176, 308, 329, 330, 341, 86, 88, 224, 358, 102, 363, 367, 112, 250, 124]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,1,1,7.417002672002127,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p01_k20_002,maximum_clique,20.0,0.007245840999530628,20,20,20,1.0,False,"[391, 266, 143, 272, 273, 158, 160, 169, 177, 434, 449, 322, 325, 201, 77, 337, 341, 469, 483, 377]",mc_n500_p01_k20,ClassicalDegree,1,1,1.0304326849945937,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k20_002,maximum_clique,20.0,0.1287996640021447,20,20,20,1.0,False,"[391, 266, 143, 272, 273, 158, 160, 169, 177, 434, 449, 322, 325, 201, 77, 337, 469, 341, 483, 377]",mc_n500_p01_k20,ClassicalClique,1,1,1.0466424340047524,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_002,maximum_clique,4.0,0.18323011800384847,2000,4,20,0.0,False,"[24, 86, 362, 406]",mc_n500_p01_k20,SimulatedAnnealing,1,1,1.3035344349991647,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k20_002,maximum_clique,20.0,1.2267780719994335,19,20,20,1.0,False,"[391, 266, 143, 272, 273, 158, 160, 169, 177, 434, 449, 322, 325, 201, 77, 337, 341, 469, 483, 377]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,1,1,2.5389117910017376,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k20_003,maximum_clique,20.0,0.007291611000255216,20,20,20,1.0,False,"[270, 404, 36, 421, 423, 441, 62, 202, 331, 459, 333, 87, 347, 106, 490, 236, 112, 242, 120, 250]",mc_n500_p01_k20,ClassicalDegree,0,0,1.1192269750026753,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k20_003,maximum_clique,20.0,0.12137727099616313,20,20,20,1.0,False,"[270, 404, 36, 421, 423, 441, 62, 202, 331, 459, 333, 87, 347, 106, 490, 236, 112, 242, 120, 250]",mc_n500_p01_k20,ClassicalClique,0,0,1.2849822729986045,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n500_p01_k20_002,maximum_clique,20.0,6.775423093997233,19,20,20,1.0,False,"[391, 266, 143, 272, 273, 158, 160, 169, 177, 434, 449, 322, 325, 201, 77, 337, 341, 469, 483, 377]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,0,0,8.320227178002824,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n500_p01_k20_003,maximum_clique,4.0,0.18123296900012065,2000,4,20,0.0,False,"[56, 89, 260, 495]",mc_n500_p01_k20,SimulatedAnnealing,0,0,1.4778412160012522,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k20_003,maximum_clique,20.0,1.234977591993811,19,20,20,1.0,False,"[270, 404, 36, 421, 423, 441, 62, 202, 459, 331, 333, 87, 347, 490, 106, 236, 112, 242, 120, 250]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,0,0,2.8165082150007947,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k20_003,maximum_clique,20.0,0.014119438004854601,20,20,20,1.0,False,"[270, 404, 36, 421, 423, 441, 62, 202, 331, 459, 333, 87, 347, 106, 490, 236, 112, 242, 120, 250]",mc_n500_p01_k20,ClassicalDegree,1,1,2.175631065001653,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n500_p01_k20_002,maximum_clique,20.0,8.793164239999896,19,20,20,1.0,False,"[391, 266, 143, 272, 273, 158, 160, 169, 177, 434, 449, 322, 325, 201, 77, 337, 341, 469, 483, 377]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,1,1,10.957799467003497,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n500_p01_k20_003,maximum_clique,20.0,0.10134212500270223,20,20,20,1.0,False,"[270, 404, 36, 421, 423, 441, 62, 202, 331, 459, 333, 87, 347, 106, 490, 236, 112, 242, 120, 250]",mc_n500_p01_k20,ClassicalClique,1,1,1.4800370279990602,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_003,maximum_clique,20.0,0.17491847700148355,2000,20,20,1.0,False,"[202, 459, 331, 333, 270, 404, 87, 347, 36, 421, 423, 106, 490, 236, 112, 242, 120, 441, 250, 62]",mc_n500_p01_k20,SimulatedAnnealing,1,1,1.2880257930009975,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k20_003,maximum_clique,20.0,0.9931335580040468,19,20,20,1.0,False,"[270, 404, 36, 421, 423, 441, 62, 202, 459, 331, 333, 87, 347, 490, 106, 236, 112, 242, 120, 250]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,1,1,2.171516115005943,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p01_k20_003,maximum_clique,20.0,8.949147870996967,19,20,20,1.0,False,"[270, 404, 36, 421, 423, 441, 62, 202, 459, 331, 333, 87, 347, 490, 106, 236, 112, 242, 120, 250]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,0,0,10.739404713000113,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p01_k20_004,maximum_clique,20.0,0.017244779999600723,20,20,20,1.0,False,"[138, 401, 417, 292, 423, 295, 53, 182, 198, 72, 216, 348, 94, 97, 104, 232, 488, 108, 237, 497]",mc_n500_p01_k20,ClassicalDegree,0,0,2.463808843996958,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k20_004,maximum_clique,20.0,0.10704200000327546,20,20,20,1.0,False,"[138, 401, 417, 292, 423, 295, 53, 182, 198, 72, 216, 348, 94, 97, 104, 232, 488, 108, 237, 497]",mc_n500_p01_k20,ClassicalClique,0,0,1.165361469000345,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_004,maximum_clique,20.0,0.17553380400204333,2000,20,20,1.0,False,"[198, 72, 138, 401, 216, 348, 94, 417, 97, 292, 295, 423, 488, 232, 104, 108, 237, 497, 53, 182]",mc_n500_p01_k20,SimulatedAnnealing,0,0,1.3774885210004868,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
