algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,T0,cooling_rate,t,lam,alpha,init_method,display_name
QuantumGreedy(cheb_d50),mc_n300_p005_k20_001,maximum_clique,20.0,10.762759160999849,19,20,20,1.0,False,"[3, 4, 135, 142, 144, 279, 153, 285, 161, 162, 41, 178, 185, 197, 72, 83, 96, 101, 115, 252]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,1,1,12.635327030999179,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k20_002,maximum_clique,20.0,0.012307080993195996,20,20,20,1.0,False,"[256, 260, 137, 145, 275, 25, 156, 41, 297, 50, 178, 180, 188, 67, 214, 89, 93, 104, 111, 115]",mc_n300_p005_k20,ClassicalClique,1,1,1.3173391989985248,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k20_002,maximum_clique,4.0,0.14302445399516728,2000,4,20,0.0,False,"[24, 268, 181, 246]",mc_n300_p005_k20,SimulatedAnnealing,1,1,2.2830909399999655,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k20_002,maximum_clique,20.0,0.6975823380053043,19,20,20,1.0,False,"[256, 260, 137, 145, 275, 25, 156, 297, 41, 50, 178, 180, 188, 67, 214, 89, 93, 104, 111, 115]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,1,1,2.009123120995355,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k20_003,maximum_clique,20.0,0.0062515520039596595,20,20,20,1.0,False,"[258, 3, 142, 144, 19, 149, 29, 159, 288, 289, 290, 298, 59, 65, 75, 216, 219, 115, 245, 250]",mc_n300_p005_k20,ClassicalDegree,0,0,1.3689841870000237,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k20_003,maximum_clique,20.0,0.011458002001745626,20,20,20,1.0,False,"[258, 3, 142, 144, 19, 149, 29, 159, 288, 289, 290, 298, 59, 65, 75, 216, 219, 115, 245, 250]",mc_n300_p005_k20,ClassicalClique,0,0,1.4600013609961024,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k20_003,maximum_clique,20.0,0.21852675500122132,2000,20,20,1.0,False,"[65, 258, 3, 75, 142, 144, 19, 149, 216, 219, 29, 159, 288, 289, 290, 298, 115, 245, 250, 59]",mc_n300_p005_k20,SimulatedAnnealing,0,0,1.8526545739950961,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k20_003,maximum_clique,20.0,0.6502874319994589,19,20,20,1.0,False,"[258, 3, 142, 144, 19, 149, 29, 159, 288, 289, 290, 298, 59, 65, 75, 216, 219, 115, 245, 250]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,0,0,2.1454409590005525,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k20_002,maximum_clique,20.0,11.30563546900521,19,20,20,1.0,False,"[256, 260, 137, 145, 275, 25, 156, 297, 41, 50, 178, 180, 188, 67, 214, 89, 93, 104, 111, 115]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,0,0,13.388562795000325,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k20_003,maximum_clique,20.0,0.0036321259976830333,20,20,20,1.0,False,"[258, 3, 142, 144, 19, 149, 29, 159, 288, 289, 290, 298, 59, 65, 75, 216, 219, 115, 245, 250]",mc_n300_p005_k20,ClassicalDegree,1,1,1.5317688649956835,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k20_003,maximum_clique,20.0,0.053726607002317905,20,20,20,1.0,False,"[258, 3, 142, 144, 19, 149, 29, 159, 288, 289, 290, 298, 59, 65, 75, 216, 219, 115, 245, 250]",mc_n300_p005_k20,ClassicalClique,1,1,3.761222517998249,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k20_003,maximum_clique,4.0,0.18854656000621617,2000,4,20,0.1,False,"[49, 146, 3, 59]",mc_n300_p005_k20,SimulatedAnnealing,1,1,1.346493486998952,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p005_k20_002,maximum_clique,20.0,12.731904219996068,19,20,20,1.0,False,"[256, 260, 137, 145, 275, 25, 156, 297, 41, 50, 178, 180, 188, 67, 214, 89, 93, 104, 111, 115]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,1,1,14.877132637004252,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p005_k20_003,maximum_clique,20.0,0.5664286899991566,19,20,20,1.0,False,"[258, 3, 142, 144, 19, 149, 29, 159, 288, 289, 290, 298, 59, 65, 75, 216, 219, 115, 245, 250]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,1,1,1.9129321970031015,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k20_004,maximum_clique,20.0,0.006127421002020128,20,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",mc_n300_p005_k20,ClassicalDegree,0,0,1.6311611409983016,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k20_003,maximum_clique,20.0,9.818400363001274,19,20,20,1.0,False,"[258, 3, 142, 144, 19, 149, 29, 159, 288, 289, 290, 298, 59, 65, 75, 216, 219, 115, 245, 250]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,0,0,11.409804584000085,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k20_004,maximum_clique,20.0,0.011850016002426855,20,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",mc_n300_p005_k20,ClassicalClique,0,0,1.3854466690027039,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k20_004,maximum_clique,20.0,0.09949079700163566,2000,20,20,1.0,False,"[194, 68, 263, 10, 146, 213, 86, 24, 97, 98, 163, 164, 166, 40, 238, 239, 114, 51, 52, 54]",mc_n300_p005_k20,SimulatedAnnealing,0,0,1.4852434179992997,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k20_004,maximum_clique,20.0,0.8998706030033645,19,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,0,0,3.039786057001038,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k20_004,maximum_clique,20.0,0.014433351003390271,20,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",mc_n300_p005_k20,ClassicalDegree,1,1,3.6285465370019665,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k20_004,maximum_clique,20.0,0.011504793001222424,20,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",mc_n300_p005_k20,ClassicalClique,1,1,1.8385641260028933,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p005_k20_003,maximum_clique,20.0,10.558104962998186,19,20,20,1.0,False,"[258, 3, 142, 144, 19, 149, 29, 159, 288, 289, 290, 298, 59, 65, 75, 216, 219, 115, 245, 250]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,1,1,12.567859540002246,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n300_p005_k20_004,maximum_clique,20.0,0.11989624700072454,2000,20,20,1.0,False,"[194, 68, 263, 10, 146, 213, 86, 24, 97, 98, 163, 164, 166, 40, 238, 239, 114, 51, 52, 54]",mc_n300_p005_k20,SimulatedAnnealing,1,1,1.4626928670040797,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k20_004,maximum_clique,20.0,0.653991278995818,19,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,1,1,2.1525745180042577,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_000,maximum_clique,25.0,0.006788307000533678,25,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",mc_n300_p005_k25,ClassicalDegree,0,0,1.370133097996586,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k20_004,maximum_clique,20.0,9.644415825001488,19,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,0,0,11.38264993699704,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k25_000,maximum_clique,25.0,0.0311205260004499,25,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",mc_n300_p005_k25,ClassicalClique,0,0,1.405454704996373,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k25_000,maximum_clique,25.0,0.14950992800004315,2000,25,25,1.0,False,"[134, 70, 71, 141, 271, 145, 279, 25, 27, 93, 94, 31, 96, 231, 40, 299, 111, 243, 125, 120, 122, 251, 60, 189, 63]",mc_n300_p005_k25,SimulatedAnnealing,0,0,2.255487529000675,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k25_000,maximum_clique,25.0,1.1578034840058535,24,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,0,0,2.7838253249938134,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_000,maximum_clique,25.0,0.011857926001539454,25,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",mc_n300_p005_k25,ClassicalDegree,1,1,3.586380013002781,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k20_004,maximum_clique,20.0,9.1802000280004,19,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,1,1,10.741898497995862,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k25_000,maximum_clique,25.0,0.01457015300547937,25,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",mc_n300_p005_k25,ClassicalClique,1,1,1.8253385970019735,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k25_000,maximum_clique,4.0,0.2051993240020238,2000,4,25,0.0,False,"[162, 265, 66, 132]",mc_n300_p005_k25,SimulatedAnnealing,1,1,1.9457506589969853,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k25_000,maximum_clique,25.0,1.2979836699960288,24,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,1,1,4.030832823998935,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_001,maximum_clique,25.0,0.0027004959993064404,25,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 28, 284, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",mc_n300_p005_k25,ClassicalDegree,0,0,3.850231103002443,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k25_000,maximum_clique,25.0,13.642438128001231,24,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,0,0,15.368869684003585,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k25_001,maximum_clique,25.0,0.034031234004942235,25,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",mc_n300_p005_k25,ClassicalClique,0,0,2.2628881720011123,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k25_001,maximum_clique,4.0,0.14185681299568387,2000,4,25,0.0,False,"[43, 292, 109, 174]",mc_n300_p005_k25,SimulatedAnnealing,0,0,1.7655657400027849,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k25_001,maximum_clique,25.0,1.1796310389981954,24,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 28, 284, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,0,0,3.7637586740020197,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k25_000,maximum_clique,25.0,14.10206720000133,24,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,1,1,16.049689195999235,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k25_001,maximum_clique,25.0,0.011812554999778513,25,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 28, 284, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",mc_n300_p005_k25,ClassicalDegree,1,1,3.293631019005261,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
SimulatedAnnealing,mc_n300_p005_k25_001,maximum_clique,25.0,0.15476952999597415,2000,25,25,1.0,False,"[256, 64, 68, 264, 10, 139, 22, 152, 25, 89, 90, 284, 28, 91, 289, 290, 226, 50, 53, 54, 117, 56, 123, 124, 63]",mc_n300_p005_k25,SimulatedAnnealing,1,1,1.6248163690033834,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
ClassicalClique,mc_n300_p005_k25_001,maximum_clique,25.0,0.03424910600006115,25,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",mc_n300_p005_k25,ClassicalClique,1,1,2.454805335997662,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(krylov_m30),mc_n300_p005_k25_001,maximum_clique,25.0,1.2458892189970356,24,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 28, 284, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,1,1,4.393432133001625,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_002,maximum_clique,25.0,0.004117670003324747,25,25,25,1.0,False,"[259, 133, 275, 22, 282, 26, 284, 288, 294, 38, 299, 177, 57, 64, 202, 79, 85, 86, 88, 229, 231, 103, 106, 241, 253]",mc_n300_p005_k25,ClassicalDegree,0,0,1.6263674740039278,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k25_001,maximum_clique,25.0,12.568111223001324,24,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 28, 284, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,0,0,14.919909126998391,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k25_002,maximum_clique,25.0,0.014337120999698527,25,25,25,1.0,False,"[259, 133, 275, 22, 282, 26, 284, 288, 38, 294, 299, 177, 57, 64, 202, 79, 85, 86, 88, 229, 231, 103, 106, 241, 253]",mc_n300_p005_k25,ClassicalClique,0,0,1.4918123019961058,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k25_002,maximum_clique,25.0,0.12880529399990337,2000,25,25,1.0,False,"[64, 259, 133, 202, 79, 275, 85, 22, 86, 88, 282, 26, 284, 288, 229, 294, 38, 231, 103, 106, 299, 177, 241, 57, 253]",mc_n300_p005_k25,SimulatedAnnealing,0,0,1.5092120639965287,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k25_002,maximum_clique,25.0,1.0137588200013852,24,25,25,1.0,False,"[259, 133, 275, 22, 26, 282, 284, 288, 294, 38, 299, 177, 57, 64, 202, 79, 85, 86, 88, 229, 231, 103, 106, 241, 253]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,0,0,3.0207862009992823,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_002,maximum_clique,25.0,0.007322001998545602,25,25,25,1.0,False,"[259, 133, 275, 22, 282, 26, 284, 288, 294, 38, 299, 177, 57, 64, 202, 79, 85, 86, 88, 229, 231, 103, 106, 241, 253]",mc_n300_p005_k25,ClassicalDegree,1,1,2.0717881560049136,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k25_002,maximum_clique,25.0,0.025304227994638495,25,25,25,1.0,False,"[259, 133, 275, 22, 282, 26, 284, 288, 38, 294, 299, 177, 57, 64, 202, 79, 85, 86, 88, 229, 231, 103, 106, 241, 253]",mc_n300_p005_k25,ClassicalClique,1,1,2.0723630909997155,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k25_002,maximum_clique,25.0,0.0917637710008421,2000,25,25,1.0,False,"[64, 259, 133, 202, 79, 275, 85, 86, 22, 88, 282, 26, 284, 288, 229, 38, 103, 231, 294, 106, 299, 177, 241, 57, 253]",mc_n300_p005_k25,SimulatedAnnealing,1,1,1.85194312800013,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p005_k25_001,maximum_clique,25.0,15.605555907000962,24,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 28, 284, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,1,1,17.94471290799993,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p005_k25_002,maximum_clique,25.0,0.8429445239962661,24,25,25,1.0,False,"[259, 133, 275, 22, 26, 282, 284, 288, 294, 38, 299, 177, 57, 64, 202, 79, 85, 86, 88, 229, 231, 103, 106, 241, 253]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,1,1,2.040195906003646,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_003,maximum_clique,25.0,0.005630775005556643,25,25,25,1.0,False,"[0, 131, 10, 12, 18, 148, 151, 156, 158, 31, 289, 291, 180, 67, 201, 207, 211, 87, 90, 223, 231, 107, 241, 118, 123]",mc_n300_p005_k25,ClassicalDegree,0,0,2.0860134859976824,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k25_002,maximum_clique,25.0,12.899913319997722,24,25,25,1.0,False,"[259, 133, 275, 22, 26, 282, 284, 288, 294, 38, 299, 177, 57, 64, 202, 79, 85, 86, 88, 229, 231, 103, 106, 241, 253]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,0,0,14.787765020999359,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k25_003,maximum_clique,25.0,0.01308014799724333,25,25,25,1.0,False,"[0, 131, 10, 12, 18, 148, 151, 156, 158, 31, 289, 291, 180, 67, 201, 207, 211, 87, 90, 223, 231, 107, 241, 118, 123]",mc_n300_p005_k25,ClassicalClique,0,0,2.2102241849934217,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k25_003,maximum_clique,4.0,0.11934795100387419,2000,4,25,0.04,False,"[30, 95, 118, 55]",mc_n300_p005_k25,SimulatedAnnealing,0,0,1.7997159149963409,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k25_003,maximum_clique,25.0,0.9831682910007657,24,25,25,1.0,False,"[0, 131, 10, 12, 18, 148, 151, 156, 158, 31, 289, 291, 180, 67, 201, 207, 211, 87, 90, 223, 231, 107, 241, 118, 123]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,0,0,2.69867660899763,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_003,maximum_clique,25.0,0.009737715001392644,25,25,25,1.0,False,"[0, 131, 10, 12, 18, 148, 151, 156, 158, 31, 289, 291, 180, 67, 201, 207, 211, 87, 90, 223, 231, 107, 241, 118, 123]",mc_n300_p005_k25,ClassicalDegree,1,1,1.3926200689966208,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k25_003,maximum_clique,25.0,0.02796971499628853,25,25,25,1.0,False,"[0, 131, 10, 12, 18, 148, 151, 156, 158, 31, 289, 291, 180, 67, 201, 207, 211, 87, 90, 223, 231, 107, 241, 118, 123]",mc_n300_p005_k25,ClassicalClique,1,1,1.536576291997335,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k25_003,maximum_clique,3.0,0.29122113800258376,2000,3,25,0.08,False,"[241, 156, 268]",mc_n300_p005_k25,SimulatedAnnealing,1,1,2.0583224029978737,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p005_k25_002,maximum_clique,25.0,12.644706514998688,24,25,25,1.0,False,"[259, 133, 275, 22, 26, 282, 284, 288, 294, 38, 299, 177, 57, 64, 202, 79, 85, 86, 88, 229, 231, 103, 106, 241, 253]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,1,1,14.420636966002348,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p005_k25_003,maximum_clique,25.0,1.2098530849980307,24,25,25,1.0,False,"[0, 131, 10, 12, 18, 148, 151, 156, 158, 31, 289, 291, 180, 67, 201, 207, 211, 87, 90, 223, 231, 107, 241, 118, 123]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,1,1,2.5822324660039158,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_004,maximum_clique,25.0,0.008758515999943484,25,25,25,1.0,False,"[263, 267, 12, 270, 271, 273, 147, 19, 26, 159, 161, 35, 296, 48, 54, 59, 61, 62, 194, 70, 202, 90, 104, 241, 253]",mc_n300_p005_k25,ClassicalDegree,0,0,1.898365034001472,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k25_004,maximum_clique,25.0,0.025181406999763567,25,25,25,1.0,False,"[263, 267, 12, 270, 271, 273, 19, 147, 26, 159, 161, 35, 296, 48, 54, 59, 61, 62, 194, 70, 202, 90, 104, 241, 253]",mc_n300_p005_k25,ClassicalClique,0,0,1.9319856430010987,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p005_k25_003,maximum_clique,25.0,11.66784738599381,24,25,25,1.0,False,"[0, 131, 10, 12, 18, 148, 151, 156, 158, 31, 289, 291, 180, 67, 201, 207, 211, 87, 90, 223, 231, 107, 241, 118, 123]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,0,0,13.593022052999004,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
