algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,K,n_seeds_tried,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,display_name
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k20_004,maximum_clique,20.0,0.8733463010066771,380,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",20,20.0,mc_n300_p005_k20,MS_CTQW_K20_cheb_d50,1,1,2.3683581649966072,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k20_004,maximum_clique,20.0,0.412467252004717,400,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",30,30.0,mc_n300_p005_k20,MS_CTQW_K30_krylov_m30,1,1,1.9671521929994924,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Degree(K=5),mc_n300_p005_k25_000,maximum_clique,25.0,0.024057877002633177,120,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",5,5.0,mc_n300_p005_k25,MS_Degree_K5,0,0,1.3248281669948483,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k20_004,maximum_clique,20.0,0.6651540110033238,400,20,20,1.0,False,"[263, 10, 146, 24, 163, 164, 166, 40, 51, 52, 54, 194, 68, 213, 86, 97, 98, 238, 239, 114]",30,30.0,mc_n300_p005_k20,MS_CTQW_K30_cheb_d50,1,1,2.037029310995422,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p005_k25_000,maximum_clique,25.0,0.009871637004835065,25,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",0,,mc_n300_p005_k25,ClassicalClique,0,0,1.5921724910003832,300,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=5),mc_n300_p005_k25_000,maximum_clique,25.0,0.016730884999560658,54,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",5,5.0,mc_n300_p005_k25,MS_Random_K5,0,0,1.529982578002091,300,external,MS_Random,N/A,MS_Random
MS_Random(K=10),mc_n300_p005_k25_000,maximum_clique,25.0,0.01212148999911733,44,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",10,10.0,mc_n300_p005_k25,MS_Random_K10,0,0,1.2979499530047178,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p005_k25_000,maximum_clique,25.0,0.06847153499984415,240,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",10,10.0,mc_n300_p005_k25,MS_Degree_K10,0,0,1.4627932859948487,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p005_k25_000,maximum_clique,4.0,0.11231681600474985,44,4,25,0.0,False,"[288, 11, 23, 87]",20,20.0,mc_n300_p005_k25,MS_Random_K20,0,0,1.4774261099955766,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p005_k25_000,maximum_clique,25.0,0.2227806139999302,480,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",20,20.0,mc_n300_p005_k25,MS_Degree_K20,0,0,1.5513748279990978,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p005_k25_000,maximum_clique,25.0,0.13370309700258076,86,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",30,30.0,mc_n300_p005_k25,MS_Random_K30,0,0,1.4913945870066527,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p005_k25_000,maximum_clique,25.0,0.28744541099877097,615,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",30,30.0,mc_n300_p005_k25,MS_Degree_K30,0,0,1.5829599290009355,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k25_000,maximum_clique,25.0,0.06945793400518596,36,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",5,5.0,mc_n300_p005_k25,MS_CTQW_K5_krylov_m30,0,0,1.3707797509996453,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k25_000,maximum_clique,25.0,0.08368930400320096,68,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",10,10.0,mc_n300_p005_k25,MS_CTQW_K10_krylov_m30,0,0,1.3056589590050862,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k25_000,maximum_clique,25.0,0.7429932180020842,36,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",5,5.0,mc_n300_p005_k25,MS_CTQW_K5_cheb_d50,0,0,2.0627876250000554,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_n300_p005_k25_000,maximum_clique,25.0,0.7871922619960969,68,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",10,10.0,mc_n300_p005_k25,MS_CTQW_K10_cheb_d50,0,0,2.165627977999975,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k25_000,maximum_clique,25.0,0.1939262699961546,158,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",20,20.0,mc_n300_p005_k25,MS_CTQW_K20_krylov_m30,0,0,1.779629296004714,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k25_000,maximum_clique,25.0,0.22498868500406388,223,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",30,30.0,mc_n300_p005_k25,MS_CTQW_K30_krylov_m30,0,0,1.6707676239966531,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k25_000,maximum_clique,25.0,0.720568306001951,158,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",20,20.0,mc_n300_p005_k25,MS_CTQW_K20_cheb_d50,0,0,2.5301181680042646,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k25_000,maximum_clique,25.0,0.5507074340057443,223,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",30,30.0,mc_n300_p005_k25,MS_CTQW_K30_cheb_d50,0,0,2.015055025003676,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p005_k25_000,maximum_clique,25.0,0.00983723699755501,25,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",0,,mc_n300_p005_k25,ClassicalClique,1,1,1.8165392600058112,300,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=5),mc_n300_p005_k25_000,maximum_clique,4.0,0.006799466005759314,10,4,25,0.08,False,"[25, 35, 140, 134]",5,5.0,mc_n300_p005_k25,MS_Random_K5,1,1,1.6107491529983236,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p005_k25_000,maximum_clique,25.0,0.036275496997404844,120,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",5,5.0,mc_n300_p005_k25,MS_Degree_K5,1,1,1.5534832300036214,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p005_k25_000,maximum_clique,25.0,0.02366284299932886,67,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",10,10.0,mc_n300_p005_k25,MS_Random_K10,1,1,1.2622204110011808,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p005_k25_000,maximum_clique,25.0,0.06984284799546003,240,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",10,10.0,mc_n300_p005_k25,MS_Degree_K10,1,1,1.4190609060024144,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p005_k25_000,maximum_clique,25.0,0.10206160500092665,91,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",20,20.0,mc_n300_p005_k25,MS_Random_K20,1,1,1.3831034019967774,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p005_k25_000,maximum_clique,25.0,0.23718168600316858,480,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",20,20.0,mc_n300_p005_k25,MS_Degree_K20,1,1,1.6467084570031147,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p005_k25_000,maximum_clique,25.0,0.13794768899970222,109,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",30,30.0,mc_n300_p005_k25,MS_Random_K30,1,1,1.532822845998453,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p005_k25_000,maximum_clique,25.0,0.21121916999982204,615,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",30,30.0,mc_n300_p005_k25,MS_Degree_K30,1,1,1.3948887579972507,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k25_000,maximum_clique,25.0,0.08892653600196354,36,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",5,5.0,mc_n300_p005_k25,MS_CTQW_K5_krylov_m30,1,1,1.3852719520000392,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k25_000,maximum_clique,25.0,0.6336420500010718,36,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",5,5.0,mc_n300_p005_k25,MS_CTQW_K5_cheb_d50,1,1,2.037206882996543,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k25_000,maximum_clique,25.0,0.20695082799647935,158,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",20,20.0,mc_n300_p005_k25,MS_CTQW_K20_krylov_m30,1,1,1.6308710720040835,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k25_000,maximum_clique,25.0,0.09546684999804711,68,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",10,10.0,mc_n300_p005_k25,MS_CTQW_K10_krylov_m30,1,1,2.195715754001867,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p005_k25_000,maximum_clique,25.0,0.754570851000608,68,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",10,10.0,mc_n300_p005_k25,MS_CTQW_K10_cheb_d50,1,1,2.464985685997817,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k25_000,maximum_clique,25.0,0.5406096049991902,158,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",20,20.0,mc_n300_p005_k25,MS_CTQW_K20_cheb_d50,1,1,1.9969318470029975,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k25_000,maximum_clique,25.0,0.2206515119978576,223,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",30,30.0,mc_n300_p005_k25,MS_CTQW_K30_krylov_m30,1,1,2.1183694829960587,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Random(K=5),mc_n300_p005_k25_001,maximum_clique,25.0,0.013182100003177766,32,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",5,5.0,mc_n300_p005_k25,MS_Random_K5,0,0,1.265541264001513,300,external,MS_Random,N/A,MS_Random
ClassicalClique,mc_n300_p005_k25_001,maximum_clique,25.0,0.028002195002045482,25,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",0,,mc_n300_p005_k25,ClassicalClique,0,0,1.6786280419983086,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k25_000,maximum_clique,25.0,0.5998012470008689,223,25,25,1.0,False,"[134, 141, 271, 145, 279, 25, 27, 31, 40, 299, 60, 189, 63, 70, 71, 93, 94, 96, 231, 111, 243, 120, 122, 251, 125]",30,30.0,mc_n300_p005_k25,MS_CTQW_K30_cheb_d50,1,1,2.109275943003013,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Degree(K=5),mc_n300_p005_k25_001,maximum_clique,25.0,0.0384346889986773,120,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",5,5.0,mc_n300_p005_k25,MS_Degree_K5,0,0,1.4474987450012122,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p005_k25_001,maximum_clique,25.0,0.04187386199919274,67,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",10,10.0,mc_n300_p005_k25,MS_Random_K10,0,0,1.442021331997239,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p005_k25_001,maximum_clique,25.0,0.07658683499903418,240,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",10,10.0,mc_n300_p005_k25,MS_Degree_K10,0,0,1.5108808199947816,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p005_k25_001,maximum_clique,25.0,0.11218750500120223,67,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",20,20.0,mc_n300_p005_k25,MS_Random_K20,0,0,1.5768377499989583,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p005_k25_001,maximum_clique,25.0,0.1747691609998583,480,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",20,20.0,mc_n300_p005_k25,MS_Degree_K20,0,0,1.407129127997905,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p005_k25_001,maximum_clique,25.0,0.1316708070007735,114,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",30,30.0,mc_n300_p005_k25,MS_Random_K30,0,0,1.3871794419974321,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p005_k25_001,maximum_clique,25.0,0.26812700099981157,614,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",30,30.0,mc_n300_p005_k25,MS_Degree_K30,0,0,1.5737417390046176,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k25_001,maximum_clique,25.0,0.08066311400034465,34,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",5,5.0,mc_n300_p005_k25,MS_CTQW_K5_krylov_m30,0,0,1.2463510939996922,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k25_001,maximum_clique,25.0,0.09993434500211151,46,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",10,10.0,mc_n300_p005_k25,MS_CTQW_K10_krylov_m30,0,0,1.4573280319964397,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p005_k25_001,maximum_clique,25.0,0.6336503900020034,46,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",10,10.0,mc_n300_p005_k25,MS_CTQW_K10_cheb_d50,0,0,2.0168943730022875,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k25_001,maximum_clique,25.0,0.6817518340030801,34,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",5,5.0,mc_n300_p005_k25,MS_CTQW_K5_cheb_d50,0,0,2.1148934890006785,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k25_001,maximum_clique,25.0,0.22035395000420976,111,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",20,20.0,mc_n300_p005_k25,MS_CTQW_K20_krylov_m30,0,0,2.0992662839998957,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k25_001,maximum_clique,25.0,0.4361788659953163,160,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",30,30.0,mc_n300_p005_k25,MS_CTQW_K30_krylov_m30,0,0,2.1527106009962154,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k25_001,maximum_clique,25.0,0.7520709259988507,111,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",20,20.0,mc_n300_p005_k25,MS_CTQW_K20_cheb_d50,0,0,2.8540263469985803,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p005_k25_001,maximum_clique,25.0,0.033703222004987765,25,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",0,,mc_n300_p005_k25,ClassicalClique,1,1,1.8185239400045248,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k25_001,maximum_clique,25.0,0.5331328299944289,160,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",30,30.0,mc_n300_p005_k25,MS_CTQW_K30_cheb_d50,0,0,2.031926689996908,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n300_p005_k25_001,maximum_clique,25.0,0.017146847996627912,76,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",5,5.0,mc_n300_p005_k25,MS_Random_K5,1,1,1.5535663699993165,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p005_k25_001,maximum_clique,25.0,0.037557839998044074,120,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",5,5.0,mc_n300_p005_k25,MS_Degree_K5,1,1,1.2748278450017096,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p005_k25_001,maximum_clique,25.0,0.012343951006187126,44,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",10,10.0,mc_n300_p005_k25,MS_Random_K10,1,1,1.3650229929990019,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p005_k25_001,maximum_clique,25.0,0.0727230470001814,240,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",10,10.0,mc_n300_p005_k25,MS_Degree_K10,1,1,1.4803799299988896,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p005_k25_001,maximum_clique,25.0,0.11790093099989463,104,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",20,20.0,mc_n300_p005_k25,MS_Random_K20,1,1,1.3574797389956075,300,external,MS_Random,N/A,MS_Random
MS_Random(K=30),mc_n300_p005_k25_001,maximum_clique,25.0,0.1309316589977243,133,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",30,30.0,mc_n300_p005_k25,MS_Random_K30,1,1,1.3760079109997605,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p005_k25_001,maximum_clique,25.0,0.2342619970004307,480,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",20,20.0,mc_n300_p005_k25,MS_Degree_K20,1,1,1.6331116630026372,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k25_001,maximum_clique,25.0,0.03972067100403365,34,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",5,5.0,mc_n300_p005_k25,MS_CTQW_K5_krylov_m30,1,1,1.3247894870000891,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Degree(K=30),mc_n300_p005_k25_001,maximum_clique,25.0,0.28659742200397886,614,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",30,30.0,mc_n300_p005_k25,MS_Degree_K30,1,1,1.495830672000011,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k25_001,maximum_clique,25.0,0.3692668469957425,34,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",5,5.0,mc_n300_p005_k25,MS_CTQW_K5_cheb_d50,1,1,1.9404613010046887,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k25_001,maximum_clique,25.0,0.09368899300170597,46,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",10,10.0,mc_n300_p005_k25,MS_CTQW_K10_krylov_m30,1,1,1.6629757569971844,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k25_001,maximum_clique,25.0,0.3088764619969879,111,25,25,1.0,False,"[256, 264, 10, 139, 22, 152, 25, 284, 28, 289, 290, 50, 53, 54, 56, 63, 64, 68, 89, 90, 91, 226, 117, 123, 124]",20,20.0,mc_n300_p005_k25,MS_CTQW_K20_krylov_m30,1,1,1.8782228569980361,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
