algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,T0,cooling_rate,t,lam,alpha,init_method,display_name
QuantumGreedy(cheb_d50),ext_mc_C2000-9,maximum_clique,58.0,98.20100841399835,57,58,0,0.0,False,"[769, 130, 3, 1284, 644, 1926, 1159, 641, 1025, 6, 913, 1939, 1429, 1685, 1175, 409, 923, 1694, 286, 35, 1188, 1317, 1579, 172, 50, 563, 435, 694, 1340, 1854, 577, 321, 1986, 584, 74, 459, 844, 79, 720, 209, 975, 851, 598, 347, 611, 376, 615, 1001, 617, 234, 1388, 1005, 748, 109, 1141, 1144, 1534, 127]",C2000-9,QuantumGreedy_cheb_d50,0,0,100.1739701369952,2000,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,ext_mc_C2000-9,maximum_clique,56.0,0.7503445670008659,56,56,0,0.0,False,"[1922, 643, 645, 1673, 139, 1423, 18, 19, 1298, 1173, 1556, 1688, 27, 1694, 286, 416, 1695, 30, 1586, 1715, 564, 439, 441, 1980, 1856, 577, 1353, 1739, 1997, 1998, 719, 464, 1360, 1488, 81, 597, 727, 1624, 1372, 861, 866, 867, 611, 1123, 1385, 1898, 1769, 1644, 1389, 749, 1136, 1266, 631, 1402, 1915, 1022]",C2000-9,ClassicalDegree,1,1,2.690453807997983,2000,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,ext_mc_C2000-9,maximum_clique,66.0,58.58664590699482,66,66,0,0.0,False,"[256, 1026, 772, 261, 645, 263, 521, 137, 907, 1932, 1423, 1298, 19, 532, 150, 925, 286, 1054, 416, 31, 1186, 1572, 1321, 427, 1196, 301, 46, 944, 563, 1972, 439, 59, 60, 576, 577, 450, 1604, 1222, 585, 203, 721, 1363, 597, 1110, 1367, 1880, 89, 1626, 1757, 350, 479, 1758, 997, 1383, 1385, 1258, 363, 1771, 750, 1006, 368, 1905, 1653, 759, 1530, 1022]",C2000-9,ClassicalClique,1,1,60.52463618799811,2000,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,ext_mc_C2000-9,maximum_clique,63.0,9.490825478998886,2000,63,0,0.0,False,"[1413, 135, 648, 1928, 907, 525, 1678, 1423, 1296, 18, 914, 25, 1053, 1054, 414, 1312, 927, 159, 1827, 1697, 417, 1062, 1446, 1193, 1579, 172, 1584, 692, 1845, 1849, 697, 571, 315, 185, 575, 1863, 457, 1228, 1486, 1361, 721, 1108, 469, 1627, 347, 1629, 93, 97, 1638, 1510, 1001, 1899, 108, 1389, 749, 1903, 1136, 1264, 1138, 1139, 1012, 1782, 1530]",C2000-9,SimulatedAnnealing,1,1,11.482677217994933,2000,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),ext_mc_C2000-9,maximum_clique,56.0,59.49099785099679,55,56,0,0.0,False,"[1285, 135, 263, 139, 526, 1806, 1557, 150, 407, 154, 1691, 413, 416, 1697, 800, 291, 37, 678, 1063, 42, 299, 300, 1069, 570, 190, 1344, 577, 1473, 67, 1219, 1731, 1223, 1609, 1739, 972, 77, 1744, 466, 1501, 1120, 613, 1510, 1767, 233, 1898, 1644, 877, 622, 749, 1521, 1016, 1657, 1530, 124, 765, 1279]",C2000-9,QuantumGreedy_krylov_m30,1,1,61.436775688001944,2000,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),ext_mc_C2000-9,maximum_clique,58.0,101.17802753699652,57,58,0,0.0,False,"[769, 130, 3, 1284, 644, 1926, 1159, 641, 1025, 6, 913, 1939, 1429, 1685, 1175, 409, 923, 1694, 286, 35, 1188, 1317, 1579, 172, 50, 563, 435, 694, 1340, 1854, 577, 321, 1986, 584, 74, 459, 844, 79, 720, 209, 975, 851, 598, 347, 611, 376, 615, 1001, 617, 234, 1388, 1005, 748, 109, 1141, 1144, 1534, 127]",C2000-9,QuantumGreedy_cheb_d50,1,1,103.21212610699877,2000,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,ext_mc_C2000-9,maximum_clique,56.0,0.7832684780005366,56,56,0,0.0,False,"[1922, 643, 645, 1673, 139, 1423, 18, 19, 1298, 1173, 1556, 1688, 27, 1694, 286, 416, 1695, 30, 1586, 1715, 564, 439, 441, 1980, 1856, 577, 1353, 1739, 1997, 1998, 719, 464, 1360, 1488, 81, 597, 727, 1624, 1372, 861, 866, 867, 611, 1123, 1385, 1898, 1769, 1644, 1389, 749, 1136, 1266, 631, 1402, 1915, 1022]",C2000-9,ClassicalDegree,2,2,2.785016176996578,2000,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,ext_mc_C2000-9,maximum_clique,66.0,58.2906747080051,66,66,0,0.0,False,"[256, 1026, 772, 261, 645, 263, 521, 137, 907, 1932, 1423, 1298, 19, 532, 150, 925, 286, 1054, 416, 31, 1186, 1572, 1321, 427, 1196, 301, 46, 944, 563, 1972, 439, 59, 60, 576, 577, 450, 1604, 1222, 585, 203, 721, 1363, 597, 1110, 1367, 1880, 89, 1626, 1757, 350, 479, 1758, 997, 1383, 1385, 1258, 363, 1771, 750, 1006, 368, 1905, 1653, 759, 1530, 1022]",C2000-9,ClassicalClique,2,2,60.25218862100155,2000,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,ext_mc_C2000-9,maximum_clique,59.0,8.827743049005221,2000,59,0,0.0,False,"[1024, 513, 130, 1283, 1155, 644, 1289, 266, 653, 914, 1043, 275, 277, 1560, 24, 1820, 669, 1823, 673, 165, 1834, 683, 428, 685, 1456, 177, 54, 823, 566, 569, 826, 1598, 1726, 65, 706, 197, 1354, 202, 332, 1227, 716, 591, 851, 1107, 212, 1120, 1764, 740, 614, 1513, 1898, 746, 1902, 1135, 1776, 1264, 627, 1779, 507]",C2000-9,SimulatedAnnealing,2,2,10.770388737997564,2000,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),ext_mc_C2000-9,maximum_clique,56.0,59.94131328899675,55,56,0,0.0,False,"[1285, 135, 263, 139, 526, 1806, 1557, 150, 407, 154, 1691, 413, 416, 1697, 800, 291, 37, 678, 1063, 42, 299, 300, 1069, 570, 190, 1344, 577, 1473, 67, 1219, 1731, 1223, 1609, 1739, 972, 77, 1744, 466, 1501, 1120, 613, 1510, 1767, 233, 1898, 1644, 877, 622, 749, 1521, 1016, 1657, 1530, 124, 765, 1279]",C2000-9,QuantumGreedy_krylov_m30,2,2,61.861739800006035,2000,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),ext_mc_C2000-9,maximum_clique,58.0,100.0453033800004,57,58,0,0.0,False,"[769, 130, 3, 1284, 644, 1926, 1159, 641, 1025, 6, 913, 1939, 1429, 1685, 1175, 409, 923, 1694, 286, 35, 1188, 1317, 1579, 172, 50, 563, 435, 694, 1340, 1854, 577, 321, 1986, 584, 74, 459, 844, 79, 720, 209, 975, 851, 598, 347, 611, 376, 615, 1001, 617, 234, 1388, 1005, 748, 109, 1141, 1144, 1534, 127]",C2000-9,QuantumGreedy_cheb_d50,2,2,102.06887923300383,2000,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
