mode,family,display_name,runs,samples,mean_objective,median_objective,std_objective,median_wall_time,p95_wall_time,timeout_rate
external,MS_Degree,MS_Degree,9,3,37.888888888888886,38.0,3.6209268304000717,4.854044799998519,6.649353719998908,0.0
external,MS_HybridSeed,MS_HybridSeed_b0.25_cheb_d50,9,3,37.77777777777778,38.0,3.7675515184857717,4.770715800001199,6.6637853399995945,0.0
external,MS_HybridSeed,MS_HybridSeed_b0.5_cheb_d50,9,3,37.77777777777778,38.0,3.7675515184857717,4.798493499998585,6.680990159999783,0.0
external,MS_CTQW,MS_CTQW_cheb_d50,9,3,37.666666666666664,38.0,3.7749172176353762,4.686597200001415,6.6166424399998505,0.0
external,MS_HybridSeed,MS_HybridSeed_b0.75_cheb_d50,9,3,37.666666666666664,38.0,3.7749172176353762,4.729770400001144,6.640991259998555,0.0
external,MS_Random,MS_Random,9,3,37.111111111111114,38.0,3.789605666967358,4.6051112999994075,6.585857300000498,0.0
external,ClassicalClique,ClassicalClique,3,3,36.333333333333336,35.0,5.131601439446885,3.285479199999827,3.451430920000712,0.0
