algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,K,n_seeds_tried,ctqw_seed_reused,beta,display_name
MS_Random(K=20),mc_mislead_n200_p01_k16_004,maximum_clique,16.0,0.1148823000003176,122,16,16,1.0,False,"[33, 130, 194, 67, 107, 28, 141, 112, 17, 146, 82, 86, 151, 184, 156, 125]",mc_mislead_n200_p01_k16,MS_Random_K20,0,0,3.470420199999353,200,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.2139750999995158,241,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_Degree_K20,0,0,3.636599700002989,200,external,MS_Degree,,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.0585473999999521,63,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_CTQW_K5_cheb_d50,0,0,3.401021800000308,200,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.1054640000002109,118,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_CTQW_K10_cheb_d50,0,0,3.4543875999988813,200,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.2311269999991054,240,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_CTQW_K20_cheb_d50,0,0,3.5995756999982405,200,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.0598438999986683,62,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.4553178999995,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.0584916999978304,62,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.3948793999988998,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.0556808000001183,62,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.412076200002048,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.1151200000022072,119,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.601810899999691,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.1115771000004315,119,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.647760100000596,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.1140053999988595,119,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.650176799998008,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.222740999997768,240,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.660994699999719,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.2239603999987593,240,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.5664772000018274,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n200_p01_k16_004,maximum_clique,15.0,0.2176898999969125,240,15,16,0.875,False,"[33, 194, 107, 141, 112, 17, 146, 82, 156, 86, 151, 184, 122, 28, 125]",mc_mislead_n200_p01_k16,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.764285400000517,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p005_k20_000,maximum_clique,14.0,0.03629050000017742,14,14,20,0.65,False,"[64, 65, 2, 41, 267, 238, 142, 78, 82, 275, 87, 218, 283, 252]",mc_mislead_n300_p005_k20,ClassicalClique,0,0,3.6380263999999443,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p005_k20_000,maximum_clique,13.0,0.04660159999912139,21,13,20,0.6,False,"[64, 65, 129, 123, 12, 78, 275, 22, 23, 218, 283, 252, 189]",mc_mislead_n300_p005_k20,MS_Random_K5,0,0,3.6553101999998034,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p005_k20_000,maximum_clique,17.0,0.12321700000029523,70,17,20,0.8,False,"[64, 65, 129, 2, 41, 267, 12, 238, 142, 82, 275, 84, 23, 22, 279, 218, 283]",mc_mislead_n300_p005_k20,MS_Degree_K5,0,0,3.6816433999993023,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p005_k20_000,maximum_clique,20.0,0.11380340000323486,63,20,20,1.0,False,"[129, 2, 267, 12, 142, 275, 22, 23, 279, 283, 41, 64, 65, 192, 78, 82, 218, 238, 123, 252]",mc_mislead_n300_p005_k20,MS_Random_K10,0,0,3.694321700000728,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p005_k20_000,maximum_clique,17.0,0.2524350999992748,144,17,20,0.8,False,"[64, 65, 129, 2, 41, 267, 12, 238, 142, 82, 275, 84, 23, 22, 279, 218, 283]",mc_mislead_n300_p005_k20,MS_Degree_K10,0,0,3.7331139000016265,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p005_k20_000,maximum_clique,18.0,0.23687430000063614,124,18,20,0.85,False,"[64, 65, 2, 41, 267, 12, 123, 142, 78, 283, 82, 275, 23, 22, 279, 218, 187, 252]",mc_mislead_n300_p005_k20,MS_Random_K20,0,0,3.715163799999573,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p005_k20_000,maximum_clique,18.0,0.49582809999992605,277,18,20,0.85,False,"[65, 2, 129, 41, 170, 267, 12, 238, 142, 78, 283, 82, 275, 23, 279, 218, 123, 252]",mc_mislead_n300_p005_k20,MS_Degree_K20,0,0,3.9850506000002497,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,16.0,0.12281009999787784,66,16,20,0.75,False,"[192, 64, 129, 41, 12, 238, 142, 78, 283, 82, 275, 22, 23, 280, 123, 252]",mc_mislead_n300_p005_k20,MS_CTQW_K5_cheb_d50,0,0,3.575068400001328,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,17.0,0.24648859999797423,144,17,20,0.8,False,"[64, 65, 129, 2, 41, 267, 12, 238, 142, 82, 275, 84, 23, 22, 279, 218, 283]",mc_mislead_n300_p005_k20,MS_CTQW_K10_cheb_d50,0,0,3.770210099999531,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,18.0,0.507669700000406,278,18,20,0.85,False,"[65, 2, 129, 41, 170, 267, 12, 238, 142, 78, 283, 82, 275, 23, 279, 218, 123, 252]",mc_mislead_n300_p005_k20,MS_CTQW_K20_cheb_d50,0,0,3.928772300001583,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,16.0,0.12319980000029318,66,16,20,0.75,False,"[192, 64, 129, 41, 12, 238, 142, 78, 283, 82, 275, 22, 23, 280, 123, 252]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.634447700002056,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,16.0,0.1268162000014854,66,16,20,0.75,False,"[192, 64, 129, 41, 12, 238, 142, 78, 283, 82, 275, 22, 23, 280, 123, 252]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.6627546999989136,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,16.0,0.11970540000038454,66,16,20,0.75,False,"[192, 64, 129, 41, 12, 238, 142, 78, 283, 82, 275, 22, 23, 280, 123, 252]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.537038999998913,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,17.0,0.26705280000169296,144,17,20,0.8,False,"[64, 65, 129, 2, 41, 267, 12, 238, 142, 82, 275, 84, 23, 22, 279, 218, 283]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.7461497000003874,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,17.0,0.2511601000005612,144,17,20,0.8,False,"[64, 65, 129, 2, 41, 267, 12, 238, 142, 82, 275, 84, 23, 22, 279, 218, 283]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.7871464999989257,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,17.0,0.25203220000184956,144,17,20,0.8,False,"[64, 65, 129, 2, 41, 267, 12, 238, 142, 82, 275, 84, 23, 22, 279, 218, 283]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.6917179000010947,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,18.0,0.4759674000015366,278,18,20,0.85,False,"[65, 2, 129, 41, 170, 267, 12, 238, 142, 78, 283, 82, 275, 23, 279, 218, 123, 252]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.985040499999741,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,18.0,0.5030509000025631,278,18,20,0.85,False,"[65, 2, 129, 41, 170, 267, 12, 238, 142, 78, 283, 82, 275, 23, 279, 218, 123, 252]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.911559700001817,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_000,maximum_clique,18.0,0.49635510000007343,278,18,20,0.85,False,"[65, 2, 129, 41, 170, 267, 12, 238, 142, 78, 283, 82, 275, 23, 279, 218, 123, 252]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,4.020908200000122,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p005_k20_001,maximum_clique,15.0,0.03688440000041737,15,15,20,0.7,False,"[288, 2, 258, 133, 296, 107, 269, 206, 15, 238, 272, 113, 179, 151, 152]",mc_mislead_n300_p005_k20,ClassicalClique,0,0,3.6048484000020835,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p005_k20_001,maximum_clique,20.0,0.08340370000223629,44,20,20,1.0,False,"[2, 258, 133, 141, 269, 144, 272, 151, 152, 29, 288, 296, 171, 179, 206, 88, 107, 235, 238, 113]",mc_mislead_n300_p005_k20,MS_Random_K5,0,0,3.542737899999338,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p005_k20_001,maximum_clique,16.0,0.1382197000020824,70,16,20,0.75,False,"[288, 2, 133, 296, 107, 141, 269, 206, 144, 177, 238, 113, 179, 29, 88, 152]",mc_mislead_n300_p005_k20,MS_Degree_K5,0,0,3.620637699998042,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p005_k20_001,maximum_clique,15.0,0.10039590000087628,45,15,20,0.7,False,"[288, 258, 133, 171, 12, 141, 107, 269, 206, 272, 29, 179, 151, 88, 152]",mc_mislead_n300_p005_k20,MS_Random_K10,0,0,3.5723107000012533,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.2982609999999113,140,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_Degree_K10,0,0,3.7031845999990765,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p005_k20_001,maximum_clique,20.0,0.27990649999992456,137,20,20,1.0,False,"[2, 258, 133, 269, 141, 144, 272, 151, 152, 29, 288, 296, 171, 179, 206, 88, 235, 107, 238, 113]",mc_mislead_n300_p005_k20,MS_Random_K20,0,0,3.7077274000002944,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.5526763999987452,279,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_Degree_K20,0,0,4.010135200001969,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,16.0,0.12524770000163699,70,16,20,0.75,False,"[288, 2, 133, 296, 107, 141, 269, 206, 144, 177, 238, 113, 179, 29, 88, 152]",mc_mislead_n300_p005_k20,MS_CTQW_K5_cheb_d50,0,0,3.5681225000007544,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.25575620000017807,142,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_CTQW_K10_cheb_d50,0,0,3.775072899999941,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,20.0,0.51205249999839,285,20,20,1.0,False,"[2, 258, 133, 141, 269, 144, 272, 151, 152, 29, 288, 296, 171, 179, 206, 88, 107, 235, 238, 113]",mc_mislead_n300_p005_k20,MS_CTQW_K20_cheb_d50,0,0,4.0208913999995275,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,16.0,0.12923650000084308,70,16,20,0.75,False,"[288, 2, 133, 296, 107, 141, 269, 206, 144, 177, 238, 113, 179, 29, 88, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.6063189999986207,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,16.0,0.13152910000280826,70,16,20,0.75,False,"[288, 2, 133, 296, 107, 141, 269, 206, 144, 177, 238, 113, 179, 29, 88, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.5869894999996177,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,16.0,0.13236649999817018,70,16,20,0.75,False,"[288, 2, 133, 296, 107, 141, 269, 206, 144, 177, 238, 113, 179, 29, 88, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.6347814000000653,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.2471664000004239,140,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.722887800002354,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.25368190000153845,140,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.756433200000174,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.2564523000000918,142,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.7336628000011842,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.5036729000021296,279,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,4.04650010000114,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.4989503000033437,279,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.9513323999999557,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_001,maximum_clique,17.0,0.5126743000000715,280,17,20,0.8,False,"[288, 2, 258, 133, 296, 235, 107, 171, 238, 141, 269, 113, 29, 179, 88, 251, 152]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.96773580000081,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p005_k20_002,maximum_clique,18.0,0.04220489999715937,18,18,20,0.85,False,"[66, 134, 7, 41, 267, 299, 44, 271, 50, 211, 242, 244, 85, 279, 280, 21, 124, 191]",mc_mislead_n300_p005_k20,ClassicalClique,0,0,3.525688400000945,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p005_k20_002,maximum_clique,16.0,0.07489050000003772,37,16,20,0.75,False,"[66, 133, 299, 44, 271, 18, 242, 50, 244, 211, 85, 280, 21, 124, 189, 191]",mc_mislead_n300_p005_k20,MS_Random_K5,0,0,3.563464399998338,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p005_k20_002,maximum_clique,18.0,0.1385097999991558,74,18,20,0.85,False,"[66, 134, 7, 41, 267, 299, 44, 271, 50, 211, 242, 244, 85, 279, 280, 21, 124, 191]",mc_mislead_n300_p005_k20,MS_Degree_K5,0,0,3.627375900003244,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p005_k20_002,maximum_clique,18.0,0.10648909999872558,55,18,20,0.85,False,"[66, 4, 133, 134, 7, 41, 267, 299, 44, 271, 18, 211, 244, 21, 183, 280, 124, 191]",mc_mislead_n300_p005_k20,MS_Random_K10,0,0,3.586214299997664,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p005_k20_002,maximum_clique,18.0,0.2539071999999578,150,18,20,0.85,False,"[66, 134, 7, 41, 267, 299, 44, 271, 50, 211, 242, 244, 85, 279, 280, 21, 124, 191]",mc_mislead_n300_p005_k20,MS_Degree_K10,0,0,3.7704544000007445,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p005_k20_002,maximum_clique,20.0,0.2467190000024857,142,20,20,1.0,False,"[133, 134, 7, 267, 271, 18, 21, 280, 41, 299, 44, 50, 183, 191, 66, 211, 85, 242, 244, 124]",mc_mislead_n300_p005_k20,MS_Random_K20,0,0,3.7317584000011266,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p005_k20_002,maximum_clique,18.0,0.532222300000285,302,18,20,0.85,False,"[66, 134, 7, 41, 267, 299, 44, 271, 50, 211, 242, 244, 85, 279, 280, 21, 124, 191]",mc_mislead_n300_p005_k20,MS_Degree_K20,0,0,4.038561100001971,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p005_k20_002,maximum_clique,20.0,0.1303817000007257,79,20,20,1.0,False,"[133, 134, 7, 267, 271, 18, 21, 280, 41, 299, 44, 50, 183, 191, 66, 211, 85, 242, 244, 124]",mc_mislead_n300_p005_k20,MS_CTQW_K5_cheb_d50,0,0,3.583261499999935,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p005_k20_002,maximum_clique,20.0,0.23228910000034375,137,20,20,1.0,False,"[133, 134, 7, 267, 271, 18, 21, 280, 41, 299, 44, 50, 183, 191, 66, 211, 85, 242, 244, 124]",mc_mislead_n300_p005_k20,MS_CTQW_K10_cheb_d50,0,0,3.7136133999993035,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p005_k20_002,maximum_clique,20.0,0.4417127000015171,239,20,20,1.0,False,"[133, 134, 7, 267, 271, 18, 21, 280, 41, 299, 44, 50, 183, 191, 66, 211, 85, 242, 244, 124]",mc_mislead_n300_p005_k20,MS_CTQW_K20_cheb_d50,0,0,3.903297000000748,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_002,maximum_clique,18.0,0.13412629999947967,74,18,20,0.85,False,"[66, 134, 7, 41, 267, 299, 44, 271, 50, 211, 242, 244, 85, 279, 280, 21, 124, 191]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.611235600001237,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_002,maximum_clique,18.0,0.14066900000034366,80,18,20,0.85,False,"[66, 134, 7, 41, 267, 299, 44, 271, 50, 211, 242, 244, 85, 279, 280, 21, 124, 191]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.6130262999977276,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
